index,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,is_zero_adr,is_group_block
117762,City Hotel,0,45,2017,August,32,7,1,1,2,0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,140.0,0,1,Check-Out,2017-08-09,0,0
117763,City Hotel,0,261,2017,August,32,8,0,1,2,2,0,BB,NLD,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9,0,0,Transient,164.6,0,3,Check-Out,2017-08-09,0,0
117764,City Hotel,0,0,2017,August,32,8,0,1,2,2,0,BB,PRT,Direct,Direct,0,0,0,G,G,0,No Deposit,0,0,0,Transient,269.0,0,0,Check-Out,2017-08-09,0,0
117765,City Hotel,0,6,2017,August,32,7,1,1,3,0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,0,0,Transient,183.99,0,1,Check-Out,2017-08-09,0,0
117766,City Hotel,0,0,2017,August,32,8,0,1,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,169.0,0,2,Check-Out,2017-08-09,0,0
117767,City Hotel,0,165,2017,August,32,6,2,1,2,0,0,BB,RUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,130.5,0,1,Check-Out,2017-08-09,0,0
117768,City Hotel,0,40,2017,August,32,6,2,1,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,140.0,0,2,Check-Out,2017-08-09,0,0
117769,City Hotel,0,21,2017,August,32,7,1,1,2,0,0,BB,NOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,180.0,0,2,Check-Out,2017-08-09,0,0
117771,City Hotel,0,286,2017,August,32,8,0,1,2,0,0,SC,AUS,Online TA,TA/TO,0,0,0,A,K,0,No Deposit,9,0,0,Transient,89.1,0,2,Check-Out,2017-08-09,0,0
117772,City Hotel,0,158,2017,July,31,31,3,6,3,0,0,BB,BEL,Direct,Direct,0,0,0,D,A,0,No Deposit,0,0,0,Transient-Party,132.5,0,1,Check-Out,2017-08-09,0,0
117773,City Hotel,0,82,2017,August,31,3,2,4,2,0,0,BB,IRL,Direct,Direct,0,0,0,A,A,0,No Deposit,14,0,0,Transient,112.5,0,3,Check-Out,2017-08-09,0,0
117774,City Hotel,0,120,2017,August,31,4,2,4,2,0,0,BB,LUX,Direct,Direct,0,0,0,D,D,0,No Deposit,14,0,0,Transient,135.0,0,0,Check-Out,2017-08-10,0,0
117775,City Hotel,0,130,2017,August,32,7,1,2,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,85,0,0,Transient,89.1,0,2,Check-Out,2017-08-10,0,0
117776,City Hotel,0,3,2017,August,31,5,2,3,1,0,0,SC,FRA,Direct,Direct,0,0,0,A,D,1,No Deposit,14,0,0,Transient,188.0,1,1,Check-Out,2017-08-10,0,0
117777,City Hotel,0,76,2017,August,32,6,2,2,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,0,0,Transient,98.8,0,1,Check-Out,2017-08-10,0,0
117778,City Hotel,0,45,2017,August,31,2,2,6,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,140.0,0,1,Check-Out,2017-08-10,0,0
117779,City Hotel,0,2,2017,August,32,9,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,180.0,0,1,Check-Out,2017-08-10,0,0
117780,City Hotel,0,0,2017,August,32,9,0,1,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,152,0,0,Transient,118.08,0,0,Check-Out,2017-08-10,0,0
117781,City Hotel,0,77,2017,August,32,7,1,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,150.0,0,1,Check-Out,2017-08-10,0,0
117782,City Hotel,0,13,2017,August,32,8,0,2,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,0,40,0,Transient,65.0,0,2,Check-Out,2017-08-10,0,0
117783,City Hotel,0,5,2017,August,32,8,0,2,1,0,0,BB,NOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,0,0,Transient,136.0,0,1,Check-Out,2017-08-10,0,0
117784,City Hotel,0,23,2017,August,32,7,1,2,2,2,0,BB,DZA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,0,0,Transient,270.0,0,1,Check-Out,2017-08-10,0,0
117785,City Hotel,0,8,2017,August,32,9,0,1,1,0,0,BB,ESP,Corporate,Corporate,0,0,0,A,C,0,No Deposit,0,91,0,Transient,80.0,0,0,Check-Out,2017-08-10,0,0
117786,City Hotel,0,8,2017,August,32,9,0,1,1,0,0,BB,ESP,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,91,0,Transient,80.0,0,0,Check-Out,2017-08-10,0,0
117787,City Hotel,0,181,2017,August,32,6,2,2,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9,0,0,Transient,117.0,0,0,Check-Out,2017-08-10,0,0
117788,City Hotel,0,211,2017,August,31,4,2,4,2,2,0,HB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,0,0,Transient,256.5,0,0,Check-Out,2017-08-10,0,0
117789,City Hotel,0,148,2017,August,32,7,1,2,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,125.0,0,0,Check-Out,2017-08-10,0,0
117790,City Hotel,0,148,2017,August,32,7,1,2,2,1,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,148.5,0,1,Check-Out,2017-08-10,0,0
117791,City Hotel,0,0,2017,August,32,9,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,B,0,No Deposit,0,0,0,Transient,140.0,0,0,Check-Out,2017-08-10,0,0
117792,City Hotel,0,64,2017,August,31,4,2,4,2,2,0,BB,BEL,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,8,0,0,Transient,305.0,0,1,Check-Out,2017-08-10,0,0
117793,City Hotel,0,3,2017,August,32,9,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,189.0,1,1,Check-Out,2017-08-10,0,0
117794,City Hotel,0,149,2017,August,31,3,2,5,2,0,0,BB,SWE,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,138,0,0,Transient,80.1,0,1,Check-Out,2017-08-10,0,0
117795,City Hotel,0,125,2017,August,32,6,2,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,85,0,0,Transient,111.6,0,0,Check-Out,2017-08-10,0,0
117796,City Hotel,0,125,2017,August,32,6,2,2,1,1,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,85,0,0,Transient,111.6,0,1,Check-Out,2017-08-10,0,0
117797,City Hotel,0,103,2017,August,32,6,2,2,2,0,0,SC,ISR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,0,0,Transient,99.5,0,1,Check-Out,2017-08-10,0,0
117798,City Hotel,0,127,2017,August,32,8,0,2,2,2,0,BB,CN,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,83,0,0,Transient,217.3,0,0,Check-Out,2017-08-10,0,0
117799,City Hotel,0,153,2017,August,32,9,0,1,2,0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,130.5,0,0,Check-Out,2017-08-10,0,0
117800,City Hotel,0,22,2017,August,32,9,0,1,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,160.0,0,0,Check-Out,2017-08-10,0,0
117801,City Hotel,0,184,2017,August,32,8,0,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,0,0,Transient,141.5,0,0,Check-Out,2017-08-10,0,0
117802,City Hotel,0,108,2017,August,32,6,2,2,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,183.0,0,1,Check-Out,2017-08-10,0,0
117804,City Hotel,0,73,2017,August,31,2,2,6,2,0,0,BB,DEU,Direct,Direct,0,0,0,A,A,0,No Deposit,14,0,0,Transient,145.0,0,0,Check-Out,2017-08-10,0,0
117805,City Hotel,0,190,2017,August,32,6,2,2,2,0,0,BB,USA,Direct,Direct,0,0,0,A,D,2,No Deposit,14,0,0,Transient,112.5,0,3,Check-Out,2017-08-10,0,0
117806,City Hotel,0,13,2017,August,32,9,0,1,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,0,0,Transient,270.0,0,3,Check-Out,2017-08-10,0,0
117807,City Hotel,0,111,2017,August,32,7,1,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,155.0,0,3,Check-Out,2017-08-10,0,0
117808,City Hotel,0,111,2017,August,32,7,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,164.0,0,3,Check-Out,2017-08-10,0,0
117809,City Hotel,0,107,2017,August,32,7,1,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,155.0,0,2,Check-Out,2017-08-10,0,0
117810,City Hotel,0,22,2017,August,32,6,2,2,3,0,0,HB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,293.75,0,2,Check-Out,2017-08-10,0,0
117811,City Hotel,0,6,2017,August,32,7,1,2,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,160.0,0,2,Check-Out,2017-08-10,0,0
117812,City Hotel,0,3,2017,August,32,7,1,2,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,169.0,0,0,Check-Out,2017-08-10,0,0
117813,City Hotel,0,142,2017,August,32,8,0,2,3,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9,0,0,Transient,211.5,0,3,Check-Out,2017-08-10,0,0
117814,City Hotel,0,87,2017,August,31,3,2,5,2,0,0,SC,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,133.29,0,1,Check-Out,2017-08-10,0,0
117815,City Hotel,0,143,2017,August,31,1,2,7,2,1,0,BB,ISR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,148.5,0,0,Check-Out,2017-08-10,0,0
117816,City Hotel,0,251,2017,August,31,5,2,3,3,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,156.6,0,2,Check-Out,2017-08-10,0,0
117817,City Hotel,0,174,2017,August,32,7,1,2,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,139.5,0,1,Check-Out,2017-08-10,0,0
117818,City Hotel,0,72,2017,August,31,3,2,5,2,0,0,BB,FIN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,0,0,Transient,120.0,0,1,Check-Out,2017-08-10,0,0
117819,City Hotel,0,107,2017,August,31,3,2,5,3,0,0,BB,FRA,Direct,Direct,0,0,0,E,E,0,No Deposit,14,0,0,Transient,220.0,0,1,Check-Out,2017-08-10,0,0
117820,City Hotel,0,66,2017,August,32,7,1,2,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,85,0,0,Transient,98.1,0,0,Check-Out,2017-08-10,0,0
117821,City Hotel,0,308,2017,July,30,25,4,12,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,107.1,0,1,Check-Out,2017-08-10,0,0
117823,City Hotel,0,192,2017,August,32,9,0,1,2,1,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,0,0,Transient,148.5,0,2,Check-Out,2017-08-10,0,0
117824,City Hotel,0,143,2017,August,31,5,2,3,2,0,0,BB,FRA,Direct,Direct,0,0,0,A,A,2,No Deposit,14,0,0,Transient,125.62,0,2,Check-Out,2017-08-10,0,0
117826,City Hotel,0,174,2017,August,32,7,1,2,3,0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,175.5,0,2,Check-Out,2017-08-10,0,0
117827,City Hotel,0,7,2017,August,32,9,0,1,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,160.0,0,1,Check-Out,2017-08-10,0,0
117828,City Hotel,0,1,2017,August,31,3,2,5,2,0,0,BB,DNK,Direct,Direct,0,0,0,D,D,0,No Deposit,14,0,0,Transient,168.43,0,0,Check-Out,2017-08-10,0,0
117829,City Hotel,0,203,2017,July,31,31,3,7,3,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,170.0,0,1,Check-Out,2017-08-10,0,0
117830,City Hotel,0,107,2017,August,31,5,2,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,425,0,0,Transient,151.7,0,0,Check-Out,2017-08-10,0,0
117831,City Hotel,0,0,2017,August,32,6,2,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,4,No Deposit,0,0,0,Transient,160.0,0,0,Check-Out,2017-08-10,0,0
117832,City Hotel,0,169,2017,August,32,8,0,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9,0,0,Transient-Party,130.5,0,0,Check-Out,2017-08-11,0,0
117833,City Hotel,0,169,2017,August,32,8,0,3,3,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9,0,0,Transient-Party,175.5,0,1,Check-Out,2017-08-11,0,0
117834,City Hotel,0,137,2017,August,31,5,2,4,2,0,0,SC,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,168,0,0,Transient,71.1,0,0,Check-Out,2017-08-11,0,0
117835,City Hotel,0,164,2017,August,32,7,1,3,2,2,0,BB,SWE,Online TA,TA/TO,0,0,0,F,F,3,No Deposit,9,0,0,Transient,250.5,0,1,Check-Out,2017-08-11,0,0
117836,City Hotel,0,100,2017,August,32,7,1,3,3,0,0,BB,DEU,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9,0,0,Transient,225.0,0,0,Check-Out,2017-08-11,0,0
117837,City Hotel,0,194,2017,August,32,8,0,3,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9,0,0,Transient,140.33,0,1,Check-Out,2017-08-11,0,0
117838,City Hotel,0,306,2017,August,32,7,1,3,2,0,0,HB,BEL,Direct,Direct,0,0,0,B,A,2,No Deposit,14,0,0,Transient-Party,122.9,0,0,Check-Out,2017-08-11,0,0
117839,City Hotel,0,306,2017,August,32,7,1,3,1,1,0,HB,BEL,Direct,Direct,0,0,0,B,A,1,No Deposit,14,0,0,Transient-Party,122.9,0,0,Check-Out,2017-08-11,0,0
117840,City Hotel,0,13,2017,August,32,8,0,3,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,0,40,0,Transient,65.0,0,2,Check-Out,2017-08-11,0,0
117841,City Hotel,0,7,2017,August,35,30,0,2,1,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,0,40,0,Transient,65.0,0,2,Check-Out,2017-09-01,0,0
117842,City Hotel,0,208,2017,August,32,6,2,3,2,0,0,SC,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,132,0,0,Transient,67.15,0,1,Check-Out,2017-08-11,0,0
117844,City Hotel,0,113,2017,August,32,6,2,3,1,1,0,BB,ESP,Direct,Direct,0,0,0,B,A,0,No Deposit,14,0,0,Transient-Party,112.4,0,0,Check-Out,2017-08-11,0,0
117845,City Hotel,0,113,2017,August,32,6,2,3,2,0,0,BB,ESP,Direct,Direct,0,0,0,B,A,1,No Deposit,14,0,0,Transient-Party,112.4,0,0,Check-Out,2017-08-11,0,0
117846,City Hotel,0,142,2017,August,31,5,2,4,2,0,0,BB,ROU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,139.5,0,1,Check-Out,2017-08-11,0,0
117847,City Hotel,0,0,2017,August,32,10,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,0,0,Transient,150.0,0,0,Check-Out,2017-08-11,0,0
117848,City Hotel,0,177,2017,August,31,4,2,5,2,0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14,0,0,Transient,112.5,0,2,Check-Out,2017-08-11,0,0
117849,City Hotel,0,0,2017,August,32,10,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,0,0,0,Transient,180.0,0,0,Check-Out,2017-08-11,0,0
117850,City Hotel,0,92,2017,August,32,6,2,3,2,0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,183.0,0,1,Check-Out,2017-08-11,0,0
117851,City Hotel,0,283,2017,August,32,9,0,2,2,2,0,BB,BEL,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,0,0,Transient,179.1,0,0,Check-Out,2017-08-11,0,0
117852,City Hotel,0,6,2017,August,32,10,0,1,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,230.0,0,1,Check-Out,2017-08-11,0,0
117853,City Hotel,0,255,2017,August,31,5,2,4,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,107.1,0,3,Check-Out,2017-08-11,0,0
117854,City Hotel,0,175,2017,August,32,8,0,3,2,1,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,14,0,0,Transient,169.0,1,3,Check-Out,2017-08-11,0,0
117855,City Hotel,0,175,2017,August,32,8,0,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,148.5,0,0,Check-Out,2017-08-11,0,0
117856,City Hotel,0,126,2017,August,32,8,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,85,0,0,Transient,89.1,0,0,Check-Out,2017-08-11,0,0
117857,City Hotel,0,1,2017,August,32,8,0,3,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,152,0,0,Transient,92.21,0,0,Check-Out,2017-08-11,0,0
117858,City Hotel,0,87,2017,August,32,10,0,1,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,9,0,0,Transient,134.0,0,1,Check-Out,2017-08-11,0,0
117859,City Hotel,0,211,2017,August,31,4,2,5,2,1,0,HB,LUX,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,191.25,0,2,Check-Out,2017-08-11,0,0
117860,City Hotel,0,183,2017,August,32,7,1,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,130.5,0,0,Check-Out,2017-08-11,0,0
117861,City Hotel,0,285,2017,August,31,4,2,5,2,2,0,BB,BEL,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,0,0,Transient,179.1,0,1,Check-Out,2017-08-11,0,0
117862,City Hotel,0,44,2017,August,32,9,0,2,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,140.0,0,1,Check-Out,2017-08-11,0,0
117863,City Hotel,0,197,2017,August,31,5,2,4,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28,0,0,Transient,85.0,0,0,Check-Out,2017-08-11,0,0
117864,City Hotel,0,197,2017,August,31,5,2,4,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28,0,0,Transient,85.0,0,0,Check-Out,2017-08-11,0,0
117865,City Hotel,0,153,2017,August,32,7,1,3,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,42,0,0,Transient,80.1,0,3,Check-Out,2017-08-11,0,0
117866,City Hotel,0,18,2017,August,32,7,1,3,2,0,0,BB,DNK,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,180.0,0,2,Check-Out,2017-08-11,0,0
117867,City Hotel,0,127,2017,August,32,9,0,2,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,125.0,0,1,Check-Out,2017-08-11,0,0
117868,City Hotel,0,140,2017,August,32,7,1,3,1,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27,0,0,Transient,75.6,0,0,Check-Out,2017-08-11,0,0
117869,City Hotel,0,140,2017,August,32,7,1,3,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27,0,0,Transient,80.1,0,0,Check-Out,2017-08-11,0,0
117871,City Hotel,0,0,2017,August,32,9,0,2,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,9,0,0,Transient,170.0,0,2,Check-Out,2017-08-11,0,0
117872,City Hotel,0,29,2017,August,32,10,0,1,2,2,0,BB,NLD,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,0,0,Transient,270.0,0,2,Check-Out,2017-08-11,0,0
117873,City Hotel,0,1,2017,August,32,9,0,2,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,229.0,0,1,Check-Out,2017-08-11,0,0
117874,City Hotel,0,1,2017,August,32,10,0,1,2,0,0,SC,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,14,0,0,Transient,190.0,0,0,Check-Out,2017-08-11,0,0
117875,City Hotel,0,168,2017,August,32,7,1,3,1,1,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,0,0,Transient,99.18,0,1,Check-Out,2017-08-11,0,0
117877,City Hotel,0,148,2017,August,31,3,2,7,3,0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,175.5,0,0,Check-Out,2017-08-12,0,0
117878,City Hotel,0,93,2017,August,32,9,0,3,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,155.0,0,2,Check-Out,2017-08-12,0,0
117879,City Hotel,0,312,2017,August,32,6,2,4,2,0,0,BB,AUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,99.9,0,1,Check-Out,2017-08-12,0,0
117880,City Hotel,0,312,2017,August,32,6,2,4,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,107.1,0,1,Check-Out,2017-08-12,0,0
117881,City Hotel,0,479,2017,August,32,9,0,3,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,229,0,0,Transient-Party,112.67,0,1,Check-Out,2017-08-12,0,0
117883,City Hotel,0,48,2017,August,32,9,0,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,170.0,0,2,Check-Out,2017-08-12,0,0
117884,City Hotel,0,479,2017,August,32,9,0,3,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,229,0,0,Transient-Party,112.67,0,2,Check-Out,2017-08-12,0,0
117885,City Hotel,0,479,2017,August,32,9,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,229,0,0,Transient-Party,112.67,0,1,Check-Out,2017-08-12,0,0
117887,City Hotel,0,478,2017,August,32,8,0,4,2,0,0,BB,AUS,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,229,0,0,Transient-Party,107.0,0,1,Check-Out,2017-08-12,0,0
117888,City Hotel,0,114,2017,August,32,9,0,3,2,0,0,HB,ITA,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9,0,0,Transient,183.0,0,1,Check-Out,2017-08-12,0,0
117894,City Hotel,0,479,2017,August,32,9,0,3,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,229,0,0,Transient-Party,112.67,0,1,Check-Out,2017-08-12,0,0
117895,City Hotel,0,479,2017,August,32,9,0,3,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,229,0,0,Transient-Party,112.67,0,1,Check-Out,2017-08-12,0,0
117897,City Hotel,0,479,2017,August,32,9,0,3,2,0,0,BB,AUS,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,229,0,0,Transient-Party,112.67,0,1,Check-Out,2017-08-12,0,0
117901,City Hotel,0,479,2017,August,32,9,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,229,0,0,Transient-Party,0.0,0,0,Check-Out,2017-08-12,1,0
117905,City Hotel,0,265,2017,August,32,10,0,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,107.1,0,2,Check-Out,2017-08-12,0,0
117907,City Hotel,0,150,2017,August,32,9,0,3,2,1,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,157.5,0,1,Check-Out,2017-08-12,0,0
117908,City Hotel,0,163,2017,August,32,9,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,130.5,0,0,Check-Out,2017-08-12,0,0
117909,City Hotel,0,143,2017,August,32,8,0,4,2,0,0,BB,GRC,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,130.5,0,0,Check-Out,2017-08-12,0,0
117910,City Hotel,0,225,2017,August,32,9,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,139.5,1,0,Check-Out,2017-08-12,0,0
117911,City Hotel,0,147,2017,August,31,5,2,5,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,184.5,0,1,Check-Out,2017-08-12,0,0
117912,City Hotel,0,183,2017,August,31,5,2,5,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,0,0,Transient,95.46,0,1,Check-Out,2017-08-12,0,0
117913,City Hotel,0,1,2017,August,32,11,0,1,2,1,0,BB,POL,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9,0,0,Transient,230.0,0,0,Check-Out,2017-08-12,0,0
117914,City Hotel,0,21,2017,August,32,8,0,4,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,190.0,0,1,Check-Out,2017-08-12,0,0
117915,City Hotel,0,143,2017,August,32,8,0,4,2,1,0,BB,GRC,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,155.25,0,1,Check-Out,2017-08-12,0,0
117916,City Hotel,0,145,2017,August,31,5,2,5,2,1,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,86,0,0,Transient,118.8,0,1,Check-Out,2017-08-12,0,0
